"alim_ssssgrp_code=A2&B2&""01""",alim_code,alim_nom_fr
030301,38408,Crêpe dentelle (pour apéritif) au fromage
030501,4090,Fécule de pomme de terre
030501,9311,Flocon d'avoine
030501,9410,Farine de blé tendre ou froment T110
030501,9415,Farine de blé tendre ou froment T150
030501,9435,Farine de blé tendre ou froment T65
030501,9436,Farine de blé tendre ou froment T55 (pour pains)
030501,9437,Farine de blé tendre ou froment avec levure incorporée
030501,9440,Farine de blé tendre ou froment T45 (pour pâtisserie)
030501,9445,Farine de blé tendre ou froment T80
030501,9480,Farine d'épeautre (grand épeautre)
030501,9510,Amidon de maïs ou fécule de maïs
030501,9520,Farine de riz
030501,9530,Farine de seigle T170
030501,9532,Farine de seigle T85
030501,9533,Farine de seigle T130
030501,9540,Farine de sarrasin
030501,9545,Farine de maïs
030501,9550,Farine d'orge
030501,9555,Farine de millet
030501,9580,Farine de pois chiche
030501,20900,Farine de soja
030501,96781,Amidon de riz
030502,23402,"Pâte à pizza fine, crue"
030502,23410,"Pâte brisée, crue"
030502,23412,"Pâte brisée, matière grasse végétale, cuite"
030502,23414,"Pâte brisée, pur beurre, crue"
030502,23415,"Pâte brisée, pur beurre, surgelée, crue"
030502,23416,"Pâte brisée, pur beurre, cuite"
030502,23420,"Pâte feuilletée, matière grasse végétale, crue"
030502,23421,"Pâte feuilletée, surgelée, crue"
030502,23422,"Pâte feuilletée, cuite"
030502,23424,"Pâte feuilletée pur beurre, crue"
030502,23425,"Pâte feuilletée pur beurre, surgelée crue"
030502,23426,"Pâte feuilletée pur beurre, cuite"
030502,23430,"Feuille de brick, cuite à sec sans matière grasse"
030502,23440,"Pâte sablée, crue"
030502,23442,"Pâte sablée, cuite"
030502,23444,"Pâte sablée pur beurre, crue"
030502,23445,"Pâte phyllo ou Pâte filo, crue"
030502,23446,"Pâte sablée pur beurre, surgelée, crue"
030502,23448,"Pâte sablée pur beurre, cuite"
030502,37001,Pâte à pizza crue
030502,51550,Khatfa feuille de brick
030502,96778,Pâte à pizza cuite
40100,6584,"Viande blanche, cuite (aliment moyen)"
40100,6585,"Viande rouge, cuite (aliment moyen)"
40100,6999,Viande cuite (aliment moyen)
40100,36900,"Volaille, cuite (aliment moyen)"
040101,6100,"Boeuf, entrecôte, partie maigre, grillée/poêlée"
040101,6101,"Boeuf, braisé"
040101,6104,"Boeuf, gîte à la noix, cuit"
040101,6105,"Boeuf, faux0filet, rôti/cuit au four"
040101,6110,"Boeuf, faux0filet, grillé/poêlé"
040101,6123,"Boeuf, plat de côtes, braisé"
040101,6131,"Boeuf, hampe, grillée/poêlée"
040101,6141,"Boeuf, joue, braisée ou bouillie"
040101,6151,"Boeuf, jarret, bouilli/cuit à l'eau"
040101,6161,"Boeuf, tende de tranche, grillée/poêlée"
040101,6162,"Boeuf, tende de tranche, rôtie/cuite au four"
040101,6200,"Boeuf, steak ou bifteck, grillé"
040101,6205,"Boeuf, onglet, grillé"
040101,6207,"Boeuf, rumsteck, grillé"
040101,6208,"Boeuf, boule de macreuse, grillée/poêlée"
040101,6210,"Boeuf, rosbif, rôti/cuit au four"
040101,6211,"Boeuf, bavette d'aloyau, grillée/poêlée"
040101,6214,"Boeuf, boule de macreuse, rôtie/cuite au four"
040101,6230,"Boeuf, à bourguignon ou pot0au0feu, cuit"
040101,6241,"Boeuf, collier, braisé"
040101,6251,"Boeuf, steak haché 5% MG, cuit"
040101,6253,"Boeuf, steak haché 10% MG, cuit"
040101,6255,"Boeuf, steak haché 15% MG, cuit"
040101,6257,"Boeuf, steak haché 20% MG, cuit"
040101,6259,"Boeuf, steak haché, cuit (aliment moyen)"
040101,6271,"Boeuf, paleron, braisé ou bouilli"
040101,6310,"Boeuf, queue, bouillie/cuite à l'eau"
040101,6511,"Veau, côte, grillée/poêlée"
040101,6512,"Veau, carré, sauté/poêlé"
040101,6520,"Veau, escalope, cuite"
040101,6523,"Veau, noix, grillée/poêlée"
040101,6524,"Veau, noix, rôtie"
040101,6531,"Veau, filet, rôti/cuit au four"
040101,6551,"Veau, rôti, cuit"
040101,6562,"Veau, épaule, grillée/poêlée"
040101,6563,"Veau, épaule, braisée ou bouillie"
040101,6564,"Veau, viande, cuite (aliment moyen)"
040101,6581,"Veau, jarret, braisé ou bouilli"
040101,6582,"Veau, tête, bouillie/cuite à l'eau"
040101,6591,"Veau, collier, braisé ou bouilli"
040102,28007,"Porc, longe, cuite"
040102,28009,"Porc, palette, crue"
040102,28010,"Porc, épaule, cuite"
040102,28101,"Porc, côte, grillée"
040102,28103,"Porc, rouelle de jambon, cuite"
040102,28105,"Porc, carré, cuit"
040102,28202,"Porc, filet, maigre, en rôti, cuit"
040102,28203,"Porc, filet mignon, cuit"
040102,28205,"Porc, viande, cuite (aliment moyen)"
040102,28301,"Porc, rôti, cuit"
040102,28401,"Porc, travers, braisé"
040102,28451,"Porc, échine, rôtie/cuite au four"
040102,28461,"Porc, escalope de jambon, cuite"
040103,36004,"Poulet, cuisse, viande et peau, rôtie/cuite au four"
040103,36005,"Poulet, viande et peau, rôti/cuit au four"
040103,36006,"Poulet, cuisse, viande, rôti/cuit au four"
040103,36018,"Poulet, filet, sans peau, sauté/poêlé"
040103,36030,"Poulet, cuisse, viande, bouilli/cuit à l'eau"
040103,36031,"Poulet, cuisse, viande et peau, bouilli/cuit à l'eau"
040103,36032,"Poulet, poitrine, viande et peau, rôti/cuit au four"
040103,36033,"Poulet, aile, viande et peau, rôti/cuit au four"
040103,36041,"Poulet, filet, sans peau, sauté/poêlé, bio"
040104,36302,"Dinde, viande, rôtie/cuite au four"
040104,36306,"Dinde, escalope, sautée/poêlée"
040104,36308,"Dinde, escalope, rôtie/cuite au four"
040105,21501,"Agneau, côtelette, grillée"
040105,21503,"Agneau, gigot, rôti/cuit au four"
040105,21506,"Agneau, épaule, rôtie/cuite au four"
040105,21507,"Agneau, épaule, maigre, rôtie/cuite au four"
040105,21508,"Agneau, collier, braisé ou bouilli"
040105,21509,"Agneau, côte filet, grillée/poêlée"
040105,21512,"Agneau, côte première, grillée/poêlée"
040105,21513,"Agneau, selle, partie maigre, rôtie/cuite au four"
040105,21518,"Agneau, gigot, grillé/poêlé"
040105,21519,"Agneau, gigot, braisé"
040105,21520,"Agneau, selle, partie maigre, grillée/poêlée"
040105,21522,"Agneau, côte ou côtelette, cuite (aliment moyen)"
040105,21523,"Agneau, viande, cuite (aliment moyen)"
040105,21524,"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)"
040106,14000,"Chevreuil, rôti/cuit au four"
040106,14003,"Sanglier, rôti/cuit au four"
040106,14007,"Cerf, rôti/cuit au four"
040106,14008,"Gibier à poil, cuit (aliment moyen)"
040106,36402,"Faisan, viande, rôtie/cuite au four"
040106,36603,"Gibier à plumes, viande, cuit (aliment moyen)"
040107,6902,"Cheval, viande, rôtie/cuite au four"
040107,6906,"Cheval, tende de tranche, grillée/poêlée"
040107,6907,"Cheval, faux0filet, grillé/poêlé"
040107,6908,"Cheval, entrecôte, grillée/poêlée"
040107,6909,"Cheval, faux0filet, rôti/cuit au four"
040107,6910,"Cheval, tende de tranche, rôtie/cuite au four"
040107,21801,"Chevreau, cuit"
040107,34000,"Lapin, viande braisée"
040107,34002,"Lapin, viande cuite"
040107,34004,"Lapin de garenne, viande, cuite"
040107,36051,"Chapon, viande et peau, rôti/cuit au four"
040107,36102,"Caille, viande et peau, cuite"
040107,36200,"Canard, viande et peau, rôti/cuit au four"
040107,36202,"Canard, viande, rôtie/cuite au four"
040107,36205,"Canard, magret, grillé/poêlé"
040107,36502,"Oie, viande, rôtie/cuite au four"
040107,36503,"Oie, viande et peau, rôtie/cuite au four"
040107,36602,"Pigeon, viande, rôtie/cuite au four"
040107,36801,"Autruche, viande cuite"
040108,40003,"Cervelle, agneau, cuite"
040108,40004,"Cervelle, porc, braisée"
040108,40007,"Cervelle, veau, cuite"
040108,40053,"Coeur, boeuf, cuit"
040108,40056,"Coeur, poulet, cuit"
040108,40057,"Coeur, dinde, cuit"
040108,40059,"Coeur, agneau, cuit"
040108,40103,"Foie, agneau, cuit"
040108,40105,"Foie, génisse, cuit"
040108,40107,"Foie, veau, cuit"
040108,40109,"Foie, volaille, cuit"
040108,40113,"Foie, porc, cuit"
040108,40116,"Foie, poulet, cuit"
040108,40118,"Foie, dinde, cuit"
040108,40201,"Langue, veau, cuite"
040108,40203,"Langue, boeuf, cuite"
040108,40303,"Ris, agneau, cuit"
040108,40305,"Ris, veau, braisé ou sauté/poêlé"
040108,40401,"Rognon, cuit (aliment moyen)"
040108,40403,"Rognon, boeuf, cuit"
040108,40405,"Rognon, porc, cuit"
040108,40406,"Rognon, agneau, braisé"
040108,40408,"Rognon, veau, braisé ou sauté/poêlé"
040108,40601,"Abat, cuit (aliment moyen)"
040108,40701,"Gésier, canard, confit, appertisé"
040201,6001,"Boeuf, côte, crue"
040201,6002,"Boeuf, épaule, crue"
040201,6003,"Boeuf, basse0côte, crue"
040201,6102,"Boeuf, gîte à la noix, cru"
040201,6103,"Boeuf, entrecôte, crue"
040201,6106,"Boeuf, rond de gîte, cru"
040201,6111,"Boeuf, faux0filet, cru"
040201,6116,"Boeuf, filet, cru"
040201,6122,"Boeuf, plat de côtes, cru"
040201,6130,"Boeuf, hampe, crue"
040201,6140,"Boeuf, joue, crue"
040201,6150,"Boeuf, jarret, cru"
040201,6160,"Boeuf, tende de tranche, crue"
040201,6201,"Boeuf, steak ou bifteck, cru"
040201,6202,"Boeuf, boule de macreuse, crue"
040201,6204,"Boeuf, onglet, cru"
040201,6206,"Boeuf, rumsteck, cru"
040201,6212,"Boeuf, bavette d'aloyau, crue"
040201,6231,"Boeuf, à bourguignon ou pot0au0feu, cru"
040201,6240,"Boeuf, collier, cru"
040201,6250,"Boeuf, steak haché 5% MG, cru"
040201,6252,"Boeuf, steak haché 10% MG, cru"
040201,6254,"Boeuf, steak haché 15% MG, cru"
040201,6256,"Boeuf, steak haché 20% MG, cru"
040201,6270,"Boeuf, paleron, cru"
040201,6311,"Boeuf, queue, crue"
040201,6510,"Veau, côte, crue"
040201,6513,"Veau, carré, cru"
040201,6521,"Veau, escalope, crue"
040201,6522,"Veau, noix, crue"
040201,6530,"Veau, filet, cru"
040201,6535,"Veau, steak haché 20% MG, cru"
040201,6536,"Veau, steak haché 15% MG, cru"
040201,6540,"Veau, poitrine, crue"
040201,6550,"Veau, rôti, cru"
040201,6560,"Veau, épaule, crue"
040201,6580,"Veau, pied, cru"
040201,6583,"Veau, jarret, cru"
040201,6590,"Veau, collier, cru"
040202,28001,"Porc, épaule, crue"
040202,28002,"Porc, poitrine, crue"
040202,28003,"Porc, longe, crue"
040202,28004,"Porc, jarret, cru"
040202,28100,"Porc, côte, crue"
040202,28102,"Porc, rouelle de jambon, crue"
040202,28104,"Porc, carré, cru"
040202,28201,"Porc, filet, maigre, cru"
040202,28204,"Porc, filet mignon, cru"
040202,28300,"Porc, rôti, cru"
040202,28302,"Porc, échine, crue"
040202,28400,"Porc, travers, cru"
040202,28460,"Porc, escalope de jambon, crue"
040202,28470,"Porc, bardière découennée, crue"
040202,28471,"Porc, gorge, découennée, crue"
040202,28472,"Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru"
040202,28473,"Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru"
040202,28474,"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru"
040202,28475,"Porc, maigre 90/10, cru"
040202,28476,"Porc, maigre 80/20, cru"
040202,28477,"Porc, palette, découennée, dégraissée, désossée, crue"
040202,28479,"Porc, poitrine cutter, sans mouille, crue"
040202,28480,"Porc, rôti filet avec chaînette, cru"
040203,36002,"Poulet, cuisse, viande et peau, cru"
040203,36003,"Poulet, viande, crue"
040203,36007,"Poulet (var. blanc), viande et peau, cru"
040203,36008,"Poulet fermier, viande et peau, cru"
040203,36016,"Poulet, viande et peau, cru"
040203,36017,"Poulet, filet, sans peau, cru"
040203,36019,"Poulet, haut de cuisse, viande, cru"
040203,36020,"Poulet éviscéré sans abats, cru"
040203,36022,"Poulet, pilon, cru"
040203,36023,"Poulet, aile, viande et peau, cru"
040203,36024,"Poulet, cuisse, viande, cru"
040203,36029,"Poulet, poitrine, viande et peau, cru"
040203,36037,"Poulet, cuisse, viande et peau, cru, bio"
040203,36038,"Poulet, cuisse, viande et peau, cru, label rouge"
040203,36039,"Poulet, filet, sans peau, cru, bio"
040203,36040,"Poulet, filet, sans peau, cru, label rouge"
040204,36300,"Dinde, viande et peau, crue"
040204,36301,"Dinde, viande, crue"
040204,36304,"Dinde, escalope, crue"
040204,36305,"Dinde, cuisse, viande et peau, crue"
040204,36307,"Dinde, cuisse, viande sans peau, crue"
040204,36310,"Dinde, aile, crue"
040205,21001,"Mouton, viande, crue"
040205,21003,"Mouton, épaule, crue"
040205,21004,"Mouton, pied, cru"
040205,21005,"Mouton, tête, crue"
040205,21006,"Mouton, gigot, cru"
040205,21500,"Agneau, côtelette, crue"
040205,21502,"Agneau, gigot, cru"
040205,21504,"Agneau, épaule, crue"
040205,21505,"Agneau, épaule, maigre, crue"
040205,21514,"Agneau, collier, cru"
040205,21515,"Agneau, selle, crue"
040205,21516,"Agneau, côte filet, crue"
040205,21517,"Agneau, côte première, crue"
040205,21521,"Agneau, côte ou côtelette, crue (aliment moyen)"
040205,21525,"Agneau, côte découverte, crue"
040206,14002,"Sanglier, cru"
040206,14004,"Lièvre, viande crue"
040206,14005,"Chevreuil, cru"
040206,14006,"Cerf, cru"
040206,36401,"Faisan, viande, cru"
040206,36403,"Faisan, viande et peau, cru"
040207,6900,"Cheval, viande, crue"
040207,6901,"Cheval, steak, cru"
040207,6903,"Cheval, tende de tranche, crue"
040207,6904,"Cheval, faux0filet, cru"
040207,6905,"Cheval, entrecôte, crue"
040207,21800,"Chevreau, cru"
040207,34001,"Lapin, viande crue"
040207,34003,"Lapin de garenne, viande, crue"
040207,36000,"Poule, viande et peau, crue"
040207,36001,"Poule, viande ,crue"
040207,36014,"Poule, cuisse, crue"
040207,36050,"Chapon, viande et peau, cru"
040207,36100,"Caille, viande et peau, crue"
040207,36101,"Caille, viande, crue"
040207,36201,"Canard, viande, crue"
040207,36203,"Canard, cuisse avec peau, sans os, crue"
040207,36204,"Canard, viande et peau, cru"
040207,36206,"Canard, magret, cru"
040207,36500,"Oie, viande crue"
040207,36501,"Oie, viande et peau, crue"
040207,36600,"Pigeon, cru"
040207,36700,"Pintade, crue"
040207,36702,"Pintade, poitrine, crue"
040207,36703,"Pintade, cuisse, crue"
040207,36800,"Autruche, viande crue"
040208,40002,"Cervelle, agneau, crue"
040208,40005,"Cervelle, porc, crue"
040208,40006,"Cervelle, veau, crue"
040208,40052,"Coeur, boeuf, cru"
040208,40054,"Coeur, poulet, cru"
040208,40055,"Coeur, dinde, cru"
040208,40058,"Coeur, agneau, cru"
040208,40060,"Coeur, porc, cru"
040208,40062,"Coeur, veau, cru"
040208,40102,"Foie, agneau, cru"
040208,40104,"Foie, génisse, cru"
040208,40106,"Foie, veau, cru"
040208,40108,"Foie, volaille, cru"
040208,40110,"Foie, lapin, cru"
040208,40111,"Foie, poulet, cru"
040208,40115,"Foie, dinde, cru"
040208,40119,"Foie, porc, cru"
040208,40120,"Foie, oie, cru"
040208,40121,"Foie, canard, cru"
040208,40202,"Langue, boeuf, crue"
040208,40204,"Langue, veau, crue"
040208,40205,"Langue, porc, crue"
040208,40207,"Langue, agneau, crue"
040208,40302,"Ris, agneau, cru"
040208,40304,"Ris, veau, cru"
040208,40402,"Rognon, boeuf, cru"
040208,40404,"Rognon, porc, cru"
040208,40407,"Rognon, agneau, cru"
040208,40409,"Rognon, veau, cru"
040208,40502,"Tripes, boeuf, crues"
040208,40600,"Sang, boeuf, cru"
040208,40700,"Gésier, poulet, cru"
40300,30900,Charcuterie (aliment moyen)
040301,8429,Jambon persillé en gelée
040301,28700,Jambon de porc à cuire ou Jambon à rôtir/cuire au four
040301,28727,Filet de bacon
040301,28803,"Jambon cuit, fumé"
040301,28900,"Jambon cuit, supérieur"
040301,28901,"Jambon cuit, supérieur, avec couenne"
040301,28902,"Jambon cuit, supérieur, découenné"
040301,28905,Jambon à l'os braisé
040301,28906,"Jambon cuit, supérieur, découenné dégraissé"
040301,28907,"Jambon cuit, supérieur, à teneur réduite en sel"
040301,28910,"Jambon cuit, choix"
040301,28911,"Épaule de porc, cuite, choix, découennée dégraissée"
040301,28912,"Jambon cuit, choix, avec couenne"
040301,28913,"Jambon cuit, choix, découenné dégraissé"
040301,28917,Rond de jambon cuit
040301,28922,"Dés, allumettes, râpé ou haché de jambon"
040301,28924,"Épaule de porc, cuite, standard, découennée dégraissée"
040301,28925,"Jambon cuit, de Paris, découenné dégraissé"
040301,28929,"Dés, allumettes, râpé ou haché de jambon de volaille"
040301,28960,"Jambonneau, cuit"
040301,28963,Jambon de poulet ou Blanc de poulet en tranche
040301,28964,Jambon de dinde ou Blanc de dinde en tranche
040302,28800,Jambon cru
040302,28801,"Jambon cru, fumé"
040302,28802,"Jambon sec, découenné, dégraissé"
040302,28804,"Jambon cru, fumé, allégé en matière grasse"
040302,28811,Jambon de Bayonne
040302,28812,Jambon sec
040302,28844,Jambon sec de Parme
040302,28845,Jambon sec Serrano
040302,28850,Coppa
040302,28858,Pancetta ou Poitrine roulée sèche
040303,30300,Saucisson sec
040303,30301,Saucisson sec pur porc
040303,30302,"Saucisson sec pur porc, qualité supérieure"
040303,30304,Rosette ou Fuseau
040303,30309,Saucisse sèche
040303,30311,Saucisson sec aux noix et/ou noisettes
040304,30005,"Chipolata, cuite"
040304,30011,"Saucisse de Toulouse, cuite"
040304,30050,"Chair à saucisse, crue"
040304,30051,"Chair à saucisse, pur porc, crue"
040304,30052,"Farce porc et boeuf, crue"
040304,30102,"Saucisse fumée, à cuire"
040304,30104,Saucisse de Morteau
040304,30105,Saucisse de Montbéliard
040304,30108,"Saucisse de Morteau, bouillie/cuite à l'eau"
040304,30110,"Saucisse de Toulouse, crue"
040304,30115,"Chipolata, crue"
040304,30125,Saucisse alsacienne fumée ou Gendarme
040304,30130,"Saucisse de volaille, façon charcutière"
040304,30131,"Saucisse de volaille, type Knack"
040304,30134,Saucisse de Francfort
040304,30150,"Merguez, crue"
040304,30152,"Merguez, pur boeuf, crue"
040304,30153,"Merguez, porc et boeuf, crue"
040304,30154,"Merguez, boeuf, mouton et porc, crue"
040304,30155,"Merguez, boeuf et mouton, cuite"
040304,30156,"Merguez, boeuf et mouton, crue"
040304,30176,Saucisse de foie
040304,30177,"Diot, cru"
040304,30742,Saucisse de Strasbourg ou Knack
040304,30746,Saucisse cocktail
040304,30750,"Saucisse viennoise, crue"
040304,30764,Saucisse de jambon pur porc
040304,30766,Saucisse de bière
040304,30778,Saucisse de langue à la pistache
040304,30780,Saucisse (aliment moyen)
040305,8120,Confit de foie de porc
040305,8125,Confit de foie de volaille
040305,8201,Pâté au poivre vert
040305,8206,Pâté au jambon
040305,8211,Pâté ou terrine de campagne
040305,8214,Pâté breton
040305,8232,Terrine de canard
040305,8240,Pâté de lapin
040305,8242,Terrine de lapin
040305,8245,Pâté de gibier
040305,8250,Pâté ou terrine aux champignons (forestier)
040305,8300,"Pâté de foie de porc, supérieur"
040305,8305,Pâté de foie de porc
040305,8312,Mousse de foie de porc supérieure ou Crème de foie
040305,8313,Mousse de foie de porc
040305,8315,Mousse de canard
040305,8316,Pâté de foie de volaille
040305,8326,Pâté de foie d'oie
040305,8332,Pâté (aliment moyen)
040305,8391,Pâté en croûte
040306,8000,Rillettes traditionnelles de porc
040306,8001,Rillettes pur porc
040306,8010,Rillettes de Tours
040306,8015,Rillettes du Mans
040306,8025,Rillettes pur oie
040306,8026,Rillettes de canard
040306,8030,Rillettes d'oie
040306,8040,Rillettes de poulet
040307,8903,"Quenelle de veau, en sauce"
040307,8910,"Quenelle de volaille, crue"
040307,8912,"Quenelle de volaille, en sauce"
040307,8932,"Quenelle de poisson, en sauce"
040307,8933,"Quenelle de poisson, crue"
040307,8934,"Quenelle de poisson, cuite"
040307,8937,"Quenelle nature, crue"
040308,8109,"Confit de canard, viande (cuisse), sans peau, réchauffé"
040308,8110,Confit de canard
040308,8111,"Canard, magret fumé"
040308,8321,"Foie gras, canard, entier, cuit"
040308,8323,"Foie gras, canard, bloc, sans morceaux"
040308,8324,"Foie gras, canard, bloc, 30% de morceaux"
040308,8325,"Foie gras, canard, bloc, 50% de morceaux"
040308,8328,"Foie gras de canard, cru"
040308,8331,"Foie gras, canard, bloc (aliment moyen)"
040308,8350,Galantine (aliment moyen)
040308,8373,Roulade de porc pistachée
040308,8380,Oeuf au jambon en gelée
040308,8395,Jambon en croûte
040308,8400,Fromage de tête
040308,8406,Museau de porc vinaigrette
040308,8450,Museau de boeuf
040308,8500,Andouille
040308,8501,Andouille de Guéméné
040308,8504,"Andouille, réchauffée à la poêle"
040308,8512,Andouille de Vire
040308,8550,"Andouillette, à cuire"
040308,8551,"Andouillette, sautée/poêlée"
040308,8552,"Andouillette de Troyes, à cuire"
040308,8703,"Boudin noir, à cuire"
040308,8704,"Boudin noir, sauté/poêlé"
040308,8705,"Boudin, sauté/poêlé (aliment moyen)"
040308,8742,"Boudin antillais, à cuire"
040308,8800,"Boudin blanc, sauté/poêlé"
040308,8801,"Boudin blanc, à cuire"
040308,8803,"Boudin blanc truffé, à cuire"
040308,25610,Museau de boeuf en vinaigrette
040308,28501,"Lardon nature, cru"
040308,28502,"Poitrine de porc, fumée, crue"
040308,28503,Bresaola
040308,28504,"Lardon nature, cuit"
040308,28505,"Corned0beef, appertisé"
040308,28530,Oreille de porc demi0sel
040308,28540,Pied de porc demi0sel
040308,28550,Poitrine de porc demi0sel
040308,28720,"Lardon fumé, cru"
040308,28725,"Lardon fumé, cuit"
040308,28860,Viande des Grisons
040308,28927,Haché de volaille
040308,28976,"Rôti de volaille en salaison, cuit"
040308,30315,Chorizo
040308,30316,"Chorizo supérieur, doux ou fort, type saucisse sèche"
040308,30317,"Chorizo supérieur, doux ou fort, type charcuterie en tranches"
040308,30350,Salami
040308,30351,Salami pur porc
040308,30352,Salami porc et boeuf
040308,30366,Salami type danois
040308,30700,Saucisson à l'ail
040308,30701,Saucisson cuit pur porc
040308,30705,Saucisson de Paris
040308,30706,"Saucisson de Paris, fumé"
040308,30707,"Saucisson brioché, cuit"
040308,30730,Cervelas
040308,30731,Cervelas obernois
040308,30732,"Cervelas à l'ail, pur porc"
040308,30789,Mortadelle
040308,30790,"Mortadelle, pur porc"
040308,30791,"Mortadelle, porc et boeuf"
040308,30797,Mortadelle pistachée pur porc
040308,30801,Saucisson de cheval type cervelas
040309,1030,Spécialité végétale type jambon cuit
040309,1031,Spécialité végétale type pâté
040309,20337,Saucisse végétale au tofu (convient aux véganes ou végétaliens)
040309,20338,Quenelle au tofu (ne convient pas aux véganes ou végétaliens)
040309,25232,Saucisse végétale au blé ou seitan
040401,6260,"Haché à base de boeuf ou Préparation de viande hachée de boeuf, 15% MG, cru, prémeballé"
040401,25089,Cordon bleu de volaille
040401,25163,"Boeuf, boulettes cuites"
040401,25173,"Veau, escalope panée, cuite"
040401,25186,"Boulettes au porc et au boeuf (à la suédoise)s, crues"
040401,25194,"Boulettes au boeuf et à l'agneau (type kefta)s, crues"
040401,25504,Brochette de volaille
040401,25505,Brochette de boeuf
040401,25506,Brochette mixte de viande
040401,25512,"Volaille, croquette panée ou nuggets"
040401,25541,Brochette d'agneau
040401,25566,"Brochette de porc, crue"
040401,36027,"Poulet, croquette panée ou nuggets"
040401,36035,"Poulet, manchons marinés, rôtis/cuits au four"
040401,36036,"Poulet, escalope panée"
040401,36318,"Dinde, escalope viennoise ou milanaise ou escalope panée"
040501,25996,"Saumon, cuit, sans précision (aliment moyen)"
040501,25997,"Cabillaud, cuit, sans précision (aliment moyen)"
040501,25998,"Hareng fumé, filet, doux"
040501,26003,"Carrelet ou plie, cuit à la vapeur"
040501,26008,"Églefin, cuit à la vapeur"
040501,26012,"Hareng, frit"
040501,26013,"Hareng fumé, au naturel"
040501,26014,"Hareng, grillé/poêlé"
040501,26015,"Lieu noir, cuit"
040501,26017,"Limande0sole, cuite à la vapeur"
040501,26019,"Maquereau, rôti/cuit au four"
040501,26020,"Maquereau, frit"
040501,26021,"Merlan, frit"
040501,26022,"Merlan, cuit à la vapeur"
040501,26023,"Cabillaud, rôti/cuit au four"
040501,26024,"Morue, salée, bouillie/cuite à l'eau"
040501,26025,"Cabillaud, cuit à la vapeur"
040501,26026,"Mulet, rôti/cuit au four"
040501,26031,"Raie, rôtie/cuite au four"
040501,26033,"Roussette ou petite roussette ou saumonette, cuite"
040501,26037,Saumon fumé
040501,26038,"Saumon, cuit à la vapeur"
040501,26041,"Thon, rôti/cuit au four"
040501,26059,"Sole, cuite à la vapeur"
040501,26060,"Sole, rôtie/cuite au four"
040501,26061,"Sole, bouillie/cuite à l'eau"
040501,26062,"Sole, frite"
040501,26073,"Raie, cuite au court0bouillon"
040501,26081,"Lotte ou baudroie, grillée/poêlée"
040501,26087,"Maquereau, fumé"
040501,26090,Haddock (fumé) ou églefin fumé
040501,26093,"Espadon, rôti/cuit au four"
040501,26094,"Turbot, rôti/cuit au four"
040501,26120,"Merlu, cuit à l'étouffée"
040501,26126,"Églefin, grillé/poêlé"
040501,26136,"Sardine, grillée"
040501,26147,"Vivaneau, cuit"
040501,26148,"Rascasse, cuite à la vapeur"
040501,26152,"Lieu ou colin d'Alaska, fumé"
040501,26192,"Lieu jaune ou colin, cuit"
040501,26211,"Saumon, cuit au micro0ondes, élevage"
040501,26217,"Saumon, bouilli/cuit à l'eau, élevage"
040501,26222,"Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four"
040501,26229,"Saumon, grillé/poêlé"
040501,26230,"Saumon, élevage, rôti/cuit au four"
040501,26232,"Hareng fumé, à l'huile"
040501,26234,"Julienne ou Lingue, cuite"
040501,26247,"Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur"
040501,26248,"Sole, poêlée"
040501,26999,"Anguille, cuite (aliment moyen)"
040501,27000,"Anguille, rôtie/cuite au four"
040501,27001,"Anguille, bouillie/cuite à l'eau"
040501,27002,"Brochet, rôti/cuit au four"
040501,27004,"Carpe, rôtie/cuite au four"
040501,27005,"Perche, rôtie/cuite au four"
040501,27006,"Truite, rôtie/cuite au four"
040501,27007,"Truite, cuite à la vapeur"
040501,27014,"Truite arc en ciel, élevage, rôtie/cuite au four"
040501,27015,"Truite arc en ciel, élevage, cuite à la vapeur"
040501,27018,"Panga, Pangasius, ou poisson0chat du Mékong, filet, cuit"
040501,27029,"Truite d'élevage, fumée"
040501,27030,"Bar commun ou loup, rôti/cuit au four"
040501,27031,"Dorade (Daurade) royale, cuite au four"
040601,26001,"Bar rayé ou bar d'Amérique, cru"
040601,26006,"Lieu ou colin d'Alaska, cru"
040601,26009,"Flétan de l'Atlantique ou flétan blanc, cru"
040601,26011,"Hareng, cru"
040601,26018,"Lotte ou baudroie, crue"
040601,26036,"Saumon, cru, élevage"
040601,26042,"Turbot sauvage, cru"
040601,26043,"Cabillaud, cru"
040601,26044,"Merlu, cru"
040601,26047,"Lieu noir, surgelé, cru"
040601,26048,"Merlu, filet, surgelé, cru"
040601,26051,"Maquereau, cru"
040601,26052,"Raie, crue"
040601,26053,"Thon, cru"
040601,26055,"Carrelet ou plie, cru"
040601,26057,"Limande, crue"
040601,26058,"Sole, crue"
040601,26063,"Rascasse, crue"
040601,26064,"Thon albacore ou thon jaune, cru"
040601,26065,"Sardine, crue"
040601,26068,"Thon listao ou Bonite à ventre rayé, cru"
040601,26069,"Thon rouge, cru"
040601,26072,"Bar commun ou loup, cru, sans précision"
